                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.89627,                0.51506,                 0.9654,                0.92527,                0.84112,                0.92187,                0.67946,                0.87687,                0.45418,                0.97383,               0.006502,               0.006502,               0.006502
                    109,                 0.8914,                0.51815,                0.96049,                0.92778,                0.84855,                0.92647,                0.69301,                0.84157,                0.44482,                0.96431,               0.006469,               0.006469,               0.006469
                    110,                0.90466,                0.51576,                0.96371,                 0.9316,                0.83879,                0.92364,                0.68568,                0.85122,                0.44297,                0.96698,               0.006436,               0.006436,               0.006436
                    111,                0.90423,                0.52549,                0.96847,                0.92648,                0.83983,                0.92123,                0.68104,                0.86151,                0.45074,                0.97084,               0.006403,               0.006403,               0.006403
                    112,                0.90636,                0.51475,                0.95967,                0.93055,                0.84117,                0.92395,                0.69162,                0.83673,                0.44526,                0.96232,                0.00637,                0.00637,                0.00637
                    113,                 0.8923,                0.51079,                0.96168,                0.93189,                 0.8426,                0.92441,                0.69076,                0.83951,                0.44303,                0.96397,               0.006337,               0.006337,               0.006337
                    114,                0.88843,                0.51219,                 0.9627,                0.92408,                0.84023,                0.92415,                0.69148,                0.83993,                0.44318,                0.96124,               0.006304,               0.006304,               0.006304
                    115,                0.88827,                0.50641,                0.95721,                0.93976,                0.82952,                0.92452,                0.69262,                0.83545,                0.44243,                0.96241,               0.006271,               0.006271,               0.006271
                    116,                0.88355,                0.50611,                 0.9564,                0.93148,                0.84528,                0.92493,                0.69133,                 0.8412,                0.44354,                0.96286,               0.006238,               0.006238,               0.006238
                    117,                0.88727,                0.50647,                0.96243,                0.93599,                0.83526,                0.92219,                0.68809,                0.84381,                0.44431,                0.96295,               0.006205,               0.006205,               0.006205
                    118,                0.88326,                0.50325,                0.96073,                0.92906,                0.84942,                0.92524,                0.69003,                 0.8444,                0.43964,                 0.9641,               0.006172,               0.006172,               0.006172
                    119,                0.88771,                0.50636,                0.95629,                0.92362,                0.84945,                0.92553,                0.69466,                0.82823,                0.43722,                0.96053,               0.006139,               0.006139,               0.006139
                    120,                0.89478,                0.51364,                 0.9668,                0.93704,                0.83576,                 0.9239,                0.69219,                0.83473,                 0.4405,                0.96041,               0.006106,               0.006106,               0.006106
                    121,                0.89386,                0.51035,                0.96556,                0.92634,                0.84933,                0.92547,                0.69202,                0.83499,                0.43963,                0.96276,               0.006073,               0.006073,               0.006073
                    122,                0.88033,                0.49916,                0.95415,                0.94066,                0.84261,                0.92745,                0.69439,                0.83329,                0.43614,                0.96282,                0.00604,                0.00604,                0.00604
                    123,                0.89282,                0.50185,                0.95623,                0.92712,                0.85272,                0.92696,                0.68895,                0.84616,                0.43615,                0.96647,               0.006007,               0.006007,               0.006007
                    124,                0.87667,                0.50161,                0.96047,                0.92222,                0.85024,                0.92493,                0.69439,                0.83598,                0.43642,                0.96185,               0.005974,               0.005974,               0.005974
                    125,                0.86023,                 0.4886,                0.95076,                0.93001,                0.84975,                0.92764,                 0.6932,                0.83713,                0.43478,                0.96307,               0.005941,               0.005941,               0.005941
                    126,                0.88887,                0.50238,                0.95608,                0.93749,                0.84826,                0.92805,                 0.6956,                0.82526,                0.43134,                0.95772,               0.005908,               0.005908,               0.005908
                    127,                0.87774,                0.49401,                0.95509,                0.93861,                0.83874,                0.92489,                0.69841,                 0.8221,                0.42965,                0.95536,               0.005875,               0.005875,               0.005875
                    128,                0.87076,                 0.4915,                 0.9471,                0.92166,                0.85412,                0.92788,                0.69633,                 0.8257,                0.42965,                0.95645,               0.005842,               0.005842,               0.005842
                    129,                0.87718,                0.49522,                0.95668,                0.93371,                0.85123,                0.92908,                0.69704,                0.82847,                0.42909,                0.95941,               0.005809,               0.005809,               0.005809
                    130,                0.86465,                 0.4861,                0.95012,                0.93264,                0.84861,                0.93041,                0.69664,                0.83125,                0.42837,                0.95963,               0.005776,               0.005776,               0.005776
                    131,                0.87967,                0.49557,                0.95518,                0.92313,                0.85755,                0.93133,                0.69805,                0.83545,                0.42887,                0.95988,               0.005743,               0.005743,               0.005743
                    132,                0.87345,                0.49228,                 0.9585,                 0.9315,                0.85004,                0.92987,                0.69596,                0.82995,                0.42986,                0.96044,                0.00571,                0.00571,                0.00571
                    133,                0.87218,                0.49301,                0.94784,                0.92935,                0.85451,                 0.9279,                0.69436,                 0.8362,                0.43013,                0.96087,               0.005677,               0.005677,               0.005677
                    134,                0.86181,                0.48485,                 0.9464,                0.93036,                0.84975,                0.92796,                0.69401,                0.83539,                0.43276,                0.95994,               0.005644,               0.005644,               0.005644
                    135,                0.86316,                0.48751,                 0.9489,                 0.9346,                 0.8557,                0.92779,                0.69526,                 0.8351,                0.43003,                0.95984,               0.005611,               0.005611,               0.005611
                    136,                0.85997,                0.48713,                0.94662,                0.93382,                0.85223,                0.92876,                0.69631,                0.83243,                0.42733,                0.95983,               0.005578,               0.005578,               0.005578
                    137,                0.86825,                0.48874,                0.95299,                0.92942,                0.85748,                0.93119,                0.69821,                0.83113,                0.42723,                0.95705,               0.005545,               0.005545,               0.005545
                    138,                0.85973,                0.47976,                0.95004,                0.92781,                0.85927,                0.93039,                0.69923,                 0.8256,                0.42564,                 0.9556,               0.005512,               0.005512,               0.005512
                    139,                0.86277,                0.48139,                0.94458,                0.93333,                0.85302,                0.92974,                 0.6978,                0.82967,                0.42653,                0.95422,               0.005479,               0.005479,               0.005479
                    140,                0.85502,                0.47707,                0.94951,                 0.9277,                0.85521,                0.92962,                0.69692,                0.83134,                0.42517,                  0.956,               0.005446,               0.005446,               0.005446
                    141,                0.84638,                0.47736,                0.94424,                0.93075,                0.85302,                0.92923,                0.69722,                0.83053,                0.42423,                 0.9552,               0.005413,               0.005413,               0.005413
                    142,                 0.8678,                0.48341,                0.95094,                0.93049,                0.85421,                0.93028,                0.69754,                0.82825,                0.42446,                0.95416,                0.00538,                0.00538,                0.00538
                    143,                0.85721,                0.48164,                0.94092,                0.93179,                 0.8536,                0.93049,                0.69844,                0.82643,                0.42314,                0.95366,               0.005347,               0.005347,               0.005347
                    144,                0.86667,                0.48532,                 0.9456,                0.93172,                0.85332,                0.93097,                0.69646,                 0.8299,                  0.425,                0.95535,               0.005314,               0.005314,               0.005314
                    145,                 0.8682,                0.48789,                0.94783,                 0.9258,                0.85751,                 0.9299,                0.69684,                0.83223,                0.42436,                 0.9564,               0.005281,               0.005281,               0.005281
                    146,                0.85594,                0.48122,                0.94262,                0.92973,                0.85424,                 0.9297,                0.69747,                0.82767,                0.42196,                 0.9551,               0.005248,               0.005248,               0.005248
                    147,                0.85316,                0.47555,                0.93882,                0.93066,                0.85748,                0.93101,                0.69972,                0.82474,                0.42141,                0.95494,               0.005215,               0.005215,               0.005215
                    148,                0.84775,                 0.4674,                0.93944,                0.92976,                0.85748,                0.92921,                0.69919,                0.82347,                0.41995,                0.95475,               0.005182,               0.005182,               0.005182
                    149,                0.85347,                0.47995,                 0.9428,                0.93199,                0.85623,                0.92861,                0.69979,                0.82358,                 0.4192,                0.95477,               0.005149,               0.005149,               0.005149
                    150,                0.86069,                0.47419,                0.94391,                0.93475,                 0.8554,                0.92966,                0.69973,                0.82303,                0.41963,                0.95461,               0.005116,               0.005116,               0.005116
                    151,                 0.8503,                0.46947,                0.94821,                0.93788,                0.84856,                0.92965,                 0.6992,                0.82288,                0.41984,                0.95551,               0.005083,               0.005083,               0.005083
                    152,                0.85931,                0.47897,                0.94096,                0.93574,                0.85272,                0.93048,                0.69776,                0.82465,                0.41977,                0.95504,                0.00505,                0.00505,                0.00505
                    153,                  0.849,                 0.4714,                0.94431,                 0.9306,                0.85421,                0.92991,                0.69679,                0.82861,                0.41929,                0.95591,               0.005017,               0.005017,               0.005017
                    154,                0.85441,                0.47413,                0.94461,                0.93376,                0.85361,                0.93017,                 0.6975,                0.82503,                0.41888,                0.95411,               0.004984,               0.004984,               0.004984
                    155,                0.83581,                0.47093,                0.94009,                0.92661,                0.86026,                0.93018,                0.69748,                0.82566,                0.41825,                0.95488,               0.004951,               0.004951,               0.004951
                    156,                0.85314,                0.47834,                0.94748,                0.92654,                0.86315,                0.93224,                0.69871,                 0.8273,                0.41866,                0.95614,               0.004918,               0.004918,               0.004918
                    157,                 0.8489,                0.46648,                0.93202,                0.92708,                0.86254,                0.93272,                0.70144,                0.82432,                0.41805,                0.95664,               0.004885,               0.004885,               0.004885
                    158,                0.85756,                0.46989,                0.94356,                 0.9259,                0.86284,                0.93249,                 0.7015,                0.82463,                0.41672,                0.95738,               0.004852,               0.004852,               0.004852
                    159,                  0.834,                0.46549,                0.93692,                0.93887,                   0.85,                0.93048,                0.70151,                 0.8224,                0.41738,                0.95655,               0.004819,               0.004819,               0.004819
                    160,                0.84338,                0.47306,                0.94597,                0.93594,                0.85153,                0.93063,                0.70239,                0.81918,                0.41618,                0.95543,               0.004786,               0.004786,               0.004786
