                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                   0.87,                0.49541,                0.94561,                0.92201,                0.85123,                 0.9283,                0.69889,                0.82508,                0.43558,                0.95313,               0.005677,               0.005677,               0.005677
                    134,                0.85938,                0.48334,                0.94576,                0.91216,                0.85897,                0.92499,                0.69496,                0.83289,                0.43836,                0.95625,               0.005644,               0.005644,               0.005644
                    135,                0.85653,                0.48408,                0.94637,                 0.9271,                0.84377,                0.92459,                0.69507,                0.84148,                0.43955,                0.96102,               0.005611,               0.005611,               0.005611
                    136,                0.85866,                0.48492,                0.94385,                 0.9387,                0.83834,                0.92836,                0.69833,                0.83518,                0.43561,                 0.9599,               0.005578,               0.005578,               0.005578
                    137,                0.86483,                 0.4889,                 0.9492,                0.91702,                0.86477,                0.92963,                0.70063,                0.82758,                0.43386,                0.95713,               0.005545,               0.005545,               0.005545
                    138,                0.85076,                0.47833,                0.94451,                0.94457,                0.83695,                 0.9285,                0.69521,                0.83738,                0.43608,                0.96067,               0.005512,               0.005512,               0.005512
                    139,                0.86136,                0.48185,                0.94198,                0.92183,                0.85615,                0.92788,                0.69865,                 0.8236,                  0.436,                0.95844,               0.005479,               0.005479,               0.005479
                    140,                 0.8455,                0.47701,                0.94178,                0.91914,                0.86016,                0.92797,                0.69831,                0.82853,                0.43755,                0.96028,               0.005446,               0.005446,               0.005446
                    141,                0.84363,                0.47547,                 0.9422,                0.92181,                0.85838,                0.93014,                0.69727,                0.82921,                0.43347,                 0.9592,               0.005413,               0.005413,               0.005413
                    142,                0.86152,                0.48368,                0.94611,                0.92964,                0.85312,                 0.9301,                0.70023,                0.82718,                0.43207,                0.95747,                0.00538,                0.00538,                0.00538
                    143,                0.85127,                0.47796,                0.93867,                0.92646,                0.85391,                0.93238,                0.69998,                0.82504,                0.43071,                0.95698,               0.005347,               0.005347,               0.005347
                    144,                 0.8625,                0.48312,                0.94237,                0.92719,                0.85481,                0.92814,                0.69859,                0.82133,                0.43021,                0.95463,               0.005314,               0.005314,               0.005314
                    145,                0.86214,                0.48501,                0.94169,                0.93354,                0.84424,                0.92839,                0.69843,                0.82614,                  0.431,                0.95627,               0.005281,               0.005281,               0.005281
                    146,                0.85304,                0.48186,                0.94147,                 0.9247,                0.86224,                0.92775,                0.69701,                0.82595,                0.43277,                0.95621,               0.005248,               0.005248,               0.005248
                    147,                0.84871,                0.47348,                0.93732,                0.93148,                0.85808,                0.92896,                0.69988,                0.82054,                0.43106,                0.95483,               0.005215,               0.005215,               0.005215
                    148,                0.84465,                0.47109,                0.93753,                0.93824,                0.84981,                0.92897,                0.70205,                 0.8145,                0.42969,                0.95228,               0.005182,               0.005182,               0.005182
                    149,                0.84335,                0.47477,                0.93697,                0.91975,                0.86046,                0.92831,                0.69927,                0.81788,                0.42954,                0.95448,               0.005149,               0.005149,               0.005149
                    150,                0.85805,                0.47483,                0.94145,                0.93144,                 0.8488,                0.92739,                 0.7009,                0.81648,                0.43083,                0.95406,               0.005116,               0.005116,               0.005116
                    151,                0.84357,                 0.4721,                0.94484,                 0.9292,                0.85911,                0.92882,                0.70141,                0.81908,                0.43034,                0.95512,               0.005083,               0.005083,               0.005083
                    152,                0.85227,                0.47891,                0.93641,                0.92812,                 0.8528,                0.92838,                0.70429,                0.81462,                0.42822,                0.95462,                0.00505,                0.00505,                0.00505
                    153,                0.84616,                0.46816,                0.94147,                 0.9283,                0.85517,                 0.9284,                0.70271,                0.81493,                 0.4263,                 0.9526,               0.005017,               0.005017,               0.005017
                    154,                 0.8546,                0.47849,                0.94547,                0.92565,                0.85867,                0.93039,                0.70345,                0.81837,                0.42618,                0.95394,               0.004984,               0.004984,               0.004984
                    155,                0.83521,                0.46897,                0.93876,                0.92363,                0.85996,                0.93102,                0.70534,                0.81888,                0.42496,                0.95547,               0.004951,               0.004951,               0.004951
                    156,                0.84716,                0.47686,                0.94165,                0.92964,                  0.853,                0.93029,                0.70608,                0.81488,                0.42312,                0.95407,               0.004918,               0.004918,               0.004918
                    157,                0.84023,                0.46335,                0.92798,                0.92655,                0.85689,                0.93101,                0.70535,                0.81473,                0.42303,                0.95408,               0.004885,               0.004885,               0.004885
